account_id,profile_completeness,post_frequency_per_day,follower_following_ratio,average_time_between_posts,is_verified,behavior_label
account_424,0.75,20,4.23,98.7,1,human
account_425,0.5,0,0.44,90.51,1,bot
account_427,0.75,20,0.11,6.44,0,human
account_428,0.5,2,6.52,92.27,1,cyborg
account_429,0.5,0,6.01,95.68,0,cyborg
account_431,1,20,6,94.02,0,human
account_433,1,5,7.44,112.03,1,bot
account_434,0.75,0,2.97,77.35,0,bot
account_435,1,0,2.87,53.38,1,bot
account_436,0.75,1,5.34,29.97,1,human
account_438,1,10,8.33,49.1,1,cyborg
account_439,0.75,5,4.85,9.07,1,cyborg
account_441,0.75,5,4.04,45.52,1,bot
account_442,0.5,20,7.95,100.14,1,bot
account_443,1,2,2.52,66.94,1,cyborg
account_444,0.5,20,0.34,14.43,0,human
account_445,1,50,3.18,75.59,1,cyborg
account_447,0.75,5,5.83,4.62,0,cyborg
account_448,0.75,0,8.48,9.92,1,cyborg
account_449,0.5,2,2.78,77.68,1,bot
account_450,1,50,8.73,74.79,1,cyborg
account_452,0.5,2,3.33,93.26,1,cyborg
account_453,0.75,2,0.65,84.44,1,human
account_454,1,10,3.07,43.52,0,human
account_455,0.75,10,1.43,52.84,0,bot
account_456,0.75,2,1.15,7.4,0,cyborg
account_457,1,50,9.38,74.34,0,human
account_458,0.5,50,9.95,72.18,1,bot
account_459,1,1,6.79,103,0,cyborg
account_460,1,50,9.07,12.73,0,bot
account_461,0.75,20,4.9,63.77,1,human
account_462,1,50,4.65,77.64,0,human
account_463,0.75,5,8.61,106.54,1,cyborg
account_464,0.75,50,7.1,84.32,0,bot
account_465,0.5,1,0.99,115.75,1,bot
account_466,1,5,0.44,32.44,0,human
account_467,0.75,2,3.16,71.12,0,cyborg
account_468,1,20,6.13,21.51,0,bot
account_469,1,0,3.27,53.25,0,cyborg
account_470,1,1,0.25,13.56,1,cyborg
account_471,0.5,0,1.46,119.94,0,cyborg
account_472,0.5,1,4.68,97.03,1,cyborg
account_473,0.5,50,7.29,42.64,1,cyborg
account_474,1,10,3.07,105.44,1,bot
account_475,1,1,7.44,21.5,0,cyborg
account_476,0.5,2,8.29,15.15,1,cyborg
account_477,0.5,1,6.37,81.55,1,bot
account_478,0.5,2,6.55,30.5,0,bot
account_479,0.5,10,6.74,18.77,1,cyborg
account_481,1,20,6.08,55.5,1,cyborg
account_482,0.5,0,9.31,55.66,1,cyborg
account_483,0.5,2,7.96,34.1,1,cyborg
account_484,0.5,20,6.41,64.35,0,human
account_485,1,5,8.8,82.35,1,human
account_486,1,5,3.2,44.09,1,cyborg
account_488,1,5,1.6,3.09,0,bot
account_489,1,5,6.1,19.49,0,human
account_490,1,20,9.73,37.99,0,human
account_491,0.75,20,2.59,25.72,0,cyborg
account_492,0.5,50,6.34,117.48,1,cyborg
account_493,1,1,5.42,46.77,0,human
account_496,0.75,50,0.57,93.88,0,human
account_497,0.75,20,5.96,45.95,1,bot
account_498,1,5,4.92,88.77,0,human
account_499,1,10,8.53,95.82,0,human
account_500,1,50,6.97,38.87,0,human
account_501,1,0,0.57,67.9,0,cyborg
account_502,0.75,10,8.99,63.33,1,bot
account_503,0.75,0,3.26,29.14,1,human
account_504,1,50,8.52,82.7,1,human
account_505,0.75,50,0.16,82.02,1,bot
account_506,0.5,50,7.37,60.23,1,human
account_507,0.5,20,0.87,3.29,0,human
account_508,1,0,3.81,119.26,0,cyborg
account_509,1,10,0.52,95.44,1,bot
account_510,0.75,10,2.41,43.5,0,human
account_511,1,20,6.73,47.23,1,human
account_512,0.75,1,3.09,76.04,1,bot
account_513,0.75,1,5.69,52.14,1,bot
account_515,0.5,0,7.99,78.2,1,bot
account_516,0.75,50,5.05,111.68,0,cyborg
account_517,0.75,5,2.75,89.29,1,bot
account_518,0.75,5,8.87,10.49,0,bot
account_519,0.5,10,0.95,49.91,1,cyborg
account_520,0.75,10,4.17,86.28,1,cyborg
account_521,1,10,2.12,71.9,0,human
account_524,0.75,10,9.09,102.01,0,cyborg
account_525,1,2,2.78,37.15,0,cyborg
account_526,0.5,20,0.69,84.19,1,cyborg
account_528,0.75,50,7.67,93.8,1,human
account_529,0.5,50,9.41,111.27,1,bot
account_530,0.75,2,3.34,2.84,1,human
account_531,0.5,1,7.13,52.26,1,bot
account_532,0.5,50,6.3,70.21,0,cyborg
account_533,0.75,0,8.55,9.04,1,cyborg
account_534,0.5,0,4.92,75.51,1,human
account_536,0.5,1,7.2,9.92,1,human
account_537,0.75,10,4.01,96.46,0,human
account_538,0.5,0,4.45,110.71,1,cyborg
account_539,0.5,50,0.88,114.93,1,cyborg
account_541,0.75,0,7.44,43.32,1,cyborg
account_542,1,2,2.12,70.39,0,cyborg
account_545,0.75,0,7.41,111.66,1,cyborg
account_546,0.5,0,4.94,73.82,1,human
account_547,0.5,5,6.2,40.58,1,bot
account_548,0.5,50,2.27,74.75,1,bot
account_549,0.75,5,5.4,22.52,1,human
account_550,0.75,1,3.03,29.53,1,cyborg
account_551,0.5,50,5.71,60.34,1,bot
account_552,1,5,8.62,46.12,0,bot
account_553,0.5,10,2.32,34.82,0,bot
account_554,0.5,50,4.98,4.66,0,cyborg
account_556,0.5,2,9.42,53.31,1,cyborg
account_557,0.75,10,3.76,26.58,1,cyborg
account_558,0.75,50,4.07,119.66,1,bot
account_559,1,0,2.8,76.48,1,human
account_561,0.75,10,9.97,94.74,1,cyborg
account_562,0.5,5,9.63,11.45,1,cyborg
account_563,1,50,0.23,56.21,1,cyborg
account_564,0.75,2,5.04,116.89,0,bot
account_565,0.5,0,8.52,80.42,1,cyborg
account_566,0.5,1,5.95,108.08,1,human
account_567,1,1,9.73,1.48,0,human
account_568,0.75,20,8.02,44.29,1,bot
account_569,0.5,2,3.37,55.12,1,bot
account_570,0.5,10,6.51,114.44,0,bot
account_572,0.5,1,2.15,118.97,1,human
account_573,1,1,3.93,90.83,1,bot
account_574,1,10,5.17,90.65,0,bot
account_575,0.5,10,6.19,25.87,1,bot
account_576,0.75,5,5.41,84.07,1,human
account_577,0.5,20,7.82,16.07,1,bot
account_578,1,50,1.53,78.74,1,bot
account_580,0.5,50,7.85,87.98,0,human
account_581,1,5,9.73,112.75,1,bot
account_582,0.75,50,6.5,106.87,0,human
account_583,0.75,20,4.68,38.22,0,cyborg
account_587,0.5,5,2.98,18.04,1,bot
account_588,0.5,10,8.89,100.63,0,cyborg
account_589,1,10,9.68,1.88,0,human
account_592,0.5,50,2.99,19.74,1,cyborg
account_593,0.5,2,1.52,20.65,1,bot
account_594,0.75,0,9.2,83.41,1,bot
account_595,0.5,1,2.28,48.5,0,bot
account_597,1,1,2.55,88.5,0,bot
account_598,0.5,50,0.45,64.97,0,cyborg
account_599,1,0,3.88,39.97,1,cyborg
account_600,1,0,2.16,6.64,0,human
account_601,1,10,5.73,50.56,0,bot
account_603,1,50,7.5,68.12,1,bot
account_604,0.75,20,6.14,12.75,0,bot
account_606,1,1,9.83,13.23,1,bot
account_607,0.5,20,3.29,115.7,1,cyborg
account_608,0.5,5,8.03,29.93,0,bot
account_609,0.75,1,6.98,110.64,1,cyborg
account_610,1,0,1.86,61.54,0,human
account_611,1,2,2.67,92.98,1,human
account_612,1,0,4.01,38.91,1,human
account_613,1,1,2.65,8.29,0,human
account_615,0.75,2,5.2,11.63,0,bot
account_616,0.5,50,7.8,119.94,1,cyborg
account_618,0.75,50,6.89,12.27,0,human
account_619,0.5,2,6.87,52.23,1,human
account_620,1,50,5.24,50.49,0,bot
account_621,0.5,10,2.94,110.47,0,cyborg
account_623,0.5,1,9.77,71.99,0,human
account_624,0.5,1,6.62,33.91,1,cyborg
account_625,0.75,20,6.51,71.94,0,human
account_626,1,2,2.61,47.69,1,bot
account_628,0.75,10,1.04,106.8,1,bot
account_629,1,50,2.83,89.15,0,bot
account_630,0.5,20,2.46,115.88,1,human
account_631,0.5,50,0.43,99.47,0,bot
account_632,0.5,5,5.89,69.78,0,human
account_633,1,20,6.19,20.71,1,human
account_634,0.75,20,3.45,102.81,1,bot
account_635,0.5,1,6.57,57.58,1,human
account_638,0.5,50,2.89,119.01,1,bot
account_639,1,0,7.45,73.35,0,human
account_640,1,1,3.87,109.93,1,cyborg
account_641,0.5,2,1.17,14.44,0,human
account_642,0.75,50,4.69,6.72,0,human
account_643,0.75,50,8.17,99.84,0,bot
account_644,0.5,2,1.17,48.76,1,cyborg
account_646,1,50,4.88,17.83,1,cyborg
account_647,0.5,1,4.85,68.78,0,bot
account_648,0.75,10,4.02,40.62,0,bot
account_649,1,10,1.5,12.05,1,human
account_652,1,0,8.29,60.47,1,human
account_653,0.5,5,0.9,97.31,1,cyborg
account_654,1,0,7.22,23.24,0,human
account_655,1,50,0.54,18.91,0,bot
account_656,1,20,7.12,110.56,1,bot
account_657,1,0,3.15,37.5,1,cyborg
account_658,0.5,0,0.46,113.23,0,human
account_659,1,0,9.06,69.23,0,bot
account_660,1,5,4.36,90.13,0,bot
account_662,0.5,5,0.48,89.07,1,cyborg
account_663,1,20,5.07,106.4,1,bot
account_664,0.5,20,8.3,109.07,0,bot
account_665,0.75,20,3.91,46.22,0,cyborg
account_666,0.75,1,2.89,80.51,1,bot
account_667,0.5,5,8.25,114.43,1,cyborg
account_668,0.75,1,8.46,118.26,0,cyborg
account_669,1,5,7.1,96.33,1,human
account_670,1,20,8.88,77.27,0,bot
account_672,0.75,0,4.34,80.59,1,human
account_673,0.75,10,2.75,31.91,1,bot
account_674,0.75,20,3.36,101.33,0,cyborg
account_675,1,20,5.29,5.57,1,cyborg
account_676,0.75,5,8.03,54.75,0,human
account_677,0.5,5,7.66,96.32,1,human
account_680,1,10,7.75,55.13,0,human
account_681,1,20,1.84,113.54,1,bot
account_682,0.5,50,7.29,1.85,1,cyborg
account_683,1,10,2.54,47.62,0,cyborg
account_684,0.5,0,9.12,48.18,1,human
account_685,0.75,20,8.75,63.32,0,cyborg
account_686,1,20,2.34,88.26,1,bot
account_687,1,10,6.49,68.79,0,human
account_688,0.5,20,1.99,114.96,0,human
account_689,0.75,20,8.67,46.97,1,human
account_690,1,2,4.49,88.82,0,cyborg
account_691,0.75,1,1.41,98.26,1,bot
account_692,1,0,0.46,38.23,1,bot
account_694,1,1,1.41,71.28,0,cyborg
account_695,0.75,5,3.51,36.25,0,cyborg
account_696,0.5,1,3.16,109.82,0,cyborg
account_697,0.75,20,5.91,56.03,1,bot
account_698,0.5,2,3.73,55.09,0,human
account_699,0.75,1,2.4,46.08,0,human
account_700,0.5,10,9.63,106.96,0,human
account_702,0.5,50,8.58,6.18,0,human
account_703,1,0,3.05,65.84,1,cyborg
account_704,0.75,1,1.47,82.65,1,human
account_705,1,10,4.6,65.18,0,bot
account_706,0.75,20,1.87,50.2,0,bot
account_707,0.5,50,4.87,100.23,0,bot
account_708,0.75,1,8.54,81.03,1,cyborg
account_709,1,50,0.33,115.07,0,cyborg
account_710,0.75,5,5.65,19.46,1,cyborg
account_711,0.5,5,4.01,79.83,1,bot
account_712,0.75,1,0.34,48.99,0,cyborg
account_713,1,2,9.75,75.69,1,cyborg
account_714,1,5,8.19,80.8,0,bot
account_716,0.75,20,2.25,89.21,0,human
account_717,0.5,0,2.34,110.78,1,cyborg
account_718,0.75,20,6.3,48.14,0,cyborg
account_719,1,2,4.79,104.62,0,human
account_720,0.5,0,2.16,85.93,0,cyborg
account_721,1,2,3.84,60.83,1,human
account_722,0.5,0,5.22,102.58,0,human
account_723,0.75,0,9.13,2.69,1,cyborg
account_724,0.75,10,2.42,55.45,1,bot
account_725,0.75,50,6.59,28.93,0,cyborg
account_726,0.5,50,2.8,93.15,0,human
account_727,1,50,6.76,110.8,1,bot
account_728,0.75,20,4.13,5.69,0,bot
account_729,1,0,3.98,19.51,0,human
account_730,0.5,0,5.14,86.24,1,bot
account_731,0.75,0,1.8,83.1,1,bot
account_732,0.75,20,5.7,91.77,1,cyborg
account_733,1,2,6.49,39.24,1,human
account_734,0.75,1,5.89,111.47,0,cyborg
account_735,1,50,3.86,51.45,1,bot
account_736,1,10,8.32,55.97,1,human
account_737,0.5,1,7.91,2.73,1,human
account_739,1,50,8.57,118.09,0,human
account_740,0.5,2,5.92,1.74,0,cyborg
account_741,1,5,8.75,78.1,0,human
account_743,0.75,0,4.13,1.08,1,human
account_744,0.75,1,6.22,67.02,1,human
account_745,0.75,50,8.53,61.66,0,human
account_746,1,2,8.98,28.18,1,bot
account_747,0.75,2,5.36,35.44,0,cyborg
account_748,1,5,6.4,20.55,0,cyborg
account_749,0.5,20,6.29,118.69,0,bot
account_751,0.75,10,0.7,78.79,1,bot
account_752,1,0,9.04,10.05,0,human
account_753,1,0,3.23,79.3,1,bot
account_755,0.75,50,5.97,26.97,0,human
account_756,0.75,1,2.35,85.76,1,cyborg
account_757,0.75,5,7.77,75.06,0,bot
account_758,0.75,10,5.22,14.42,1,cyborg
account_759,0.5,10,9.35,45.49,0,bot
account_760,0.75,0,2.91,8.68,1,cyborg
account_761,1,0,8.47,72.37,1,cyborg
account_763,1,5,3.38,1.33,1,cyborg
account_764,0.75,10,0.96,97.06,0,human
account_766,0.5,2,4.82,37.43,1,cyborg
account_767,0.5,50,4.98,31.52,0,human
account_769,1,20,7.02,26.95,1,cyborg
account_770,0.5,2,0.16,13.71,1,cyborg
account_771,1,10,4.47,108.65,0,human
account_772,0.5,10,2.46,24.32,1,human
account_773,0.5,2,8.18,53.34,1,human
account_774,0.5,20,8.62,119.45,1,cyborg
account_775,1,1,4.6,96.3,0,cyborg
account_776,0.5,50,9.11,68.13,0,human
account_777,1,0,2.78,60.72,1,cyborg
account_778,0.75,20,5.79,118.42,1,cyborg
account_779,1,20,7.22,110.34,0,bot
account_780,0.5,10,7.28,71.17,1,cyborg
account_781,1,50,6.5,92.15,1,cyborg
account_782,0.5,2,5.01,47.23,1,cyborg
account_783,0.5,5,3.53,108.9,1,cyborg
account_784,1,1,4.74,28.33,0,cyborg
account_785,0.75,50,6.24,13.87,1,human
account_786,0.5,50,5.54,27.99,0,human
account_787,1,5,6.33,14.42,0,bot
account_789,1,0,8.18,97.91,1,bot
account_790,1,0,8.06,104.16,1,human
account_791,0.75,0,1.41,12.75,1,bot
account_792,1,2,1.61,100.46,1,bot
account_793,0.5,10,4.01,38.11,1,bot
account_794,0.75,5,0.97,30.85,0,human
account_795,1,20,4.38,68.77,0,bot
account_796,1,50,8.61,36.76,1,human
account_797,0.75,10,1.92,61.69,1,cyborg
account_798,1,50,9.63,40.13,1,bot
account_799,1,5,5.84,53.12,1,human
account_800,0.5,1,9.99,92.5,0,human
account_802,0.5,5,4.03,7.83,1,bot
account_803,0.75,1,0.44,56.71,0,cyborg
account_804,0.5,1,2.48,62.1,1,human
account_805,0.75,1,8.61,53.72,0,bot
account_806,1,0,4.19,97.21,1,human
account_807,0.5,20,4.54,75.61,0,cyborg
account_808,0.75,1,1.24,25.51,0,human
account_809,0.5,10,0.82,18.08,1,bot
account_810,1,1,2.79,31.67,1,human
account_811,1,20,3.14,72.29,1,cyborg
account_813,0.75,1,7.71,45.39,1,bot
account_814,0.5,50,9.8,20.89,0,human
account_815,0.75,1,0.35,45.2,0,bot
account_816,0.75,20,4.28,92.74,1,cyborg
account_818,1,0,6.35,94.38,0,bot
account_819,1,10,3.57,85.2,0,cyborg
account_820,0.75,5,9.81,50.84,1,bot
account_821,1,1,9.8,34.89,0,human
account_822,0.5,1,3.74,51.29,1,bot
account_823,0.5,5,5.87,67.69,1,human
account_824,0.5,1,7.39,62.27,0,human
account_825,0.75,20,6.95,110.91,1,human
account_826,1,0,7.22,47.12,1,bot
account_827,1,10,2.53,65.58,0,cyborg
account_828,0.75,50,5.19,34.68,1,cyborg
account_829,0.5,10,3.96,94.74,0,cyborg
account_830,1,10,1.27,55.77,0,bot
account_831,0.75,10,4.41,18.95,0,cyborg
account_832,0.5,5,8.84,42.45,0,cyborg
account_833,0.75,20,6.2,38.9,1,bot
account_834,0.75,20,3.91,41.39,1,bot
account_835,0.5,2,1.53,47.89,1,human
account_836,0.5,20,2.48,63.31,1,cyborg
account_837,0.5,5,0.79,59.87,0,bot
account_839,0.75,20,3.87,111.68,0,human
account_840,1,2,5.52,22.67,1,bot
account_841,0.75,0,2.06,103.9,1,bot
account_842,1,20,9.88,35.08,1,bot
account_843,1,0,1.41,19.8,0,human
account_844,0.5,50,3.72,71.24,1,cyborg
account_845,1,1,8.14,29.99,1,human
account_847,0.5,5,5.15,69.45,1,human
account_848,0.5,5,8.72,65.07,0,human
account_849,0.75,10,7.14,91.51,1,bot
account_851,1,0,2.8,58.96,1,bot
account_852,0.75,5,6.23,66.86,1,bot
account_853,1,10,0.29,21.96,1,bot
account_854,0.75,0,8.06,40.88,0,cyborg
account_855,1,20,4.08,71.7,0,bot
account_857,0.5,1,0.85,81.66,1,cyborg
account_858,0.5,2,4.78,62.02,1,human
account_859,0.5,2,0.76,99.2,1,cyborg
account_861,1,2,1.68,74.44,1,cyborg
account_862,1,50,1.04,116.66,1,human
account_863,0.75,50,1.09,111.79,0,bot
account_864,0.75,50,4.9,36.38,0,human
account_865,1,50,1.61,98.3,0,cyborg
account_867,1,5,3.78,67.5,0,human
account_869,0.75,2,5.69,99.51,1,human
account_870,0.5,5,5.59,116.23,1,human
account_871,0.75,20,5.13,65.53,1,bot
account_872,1,0,7.77,101.4,1,cyborg
account_873,1,20,7.66,84.49,1,cyborg
account_874,1,5,1.69,93.9,0,cyborg
account_875,0.75,5,4.05,39.15,0,cyborg
account_876,1,50,2.58,34.14,1,human
account_877,0.75,20,3.08,22.9,1,cyborg
account_878,0.5,50,1.92,78.74,0,bot
account_879,0.75,0,4.96,101.12,0,human
account_881,0.5,0,9.81,82.58,1,cyborg
account_883,1,1,3.27,65.41,1,bot
account_886,0.75,20,0.83,82.35,1,human
account_887,1,10,2.44,30.33,0,bot
account_888,0.75,1,7.61,68.7,1,bot
account_889,0.75,20,0.42,4.31,1,human
account_890,1,2,0.25,38.49,0,bot
account_891,1,10,4.53,103.59,1,cyborg
account_892,0.75,5,3.16,34.88,1,human
account_894,0.75,5,4.7,85.52,0,cyborg
account_895,0.5,10,4.37,78.22,0,cyborg
account_896,1,0,5.55,78.2,1,cyborg
account_897,1,20,8.21,113.28,1,bot
account_898,0.75,10,9.01,69.95,1,bot
account_899,0.5,0,0.69,14.51,0,human
account_900,1,0,4.25,85.31,0,cyborg
account_901,0.75,1,6.65,1.58,1,cyborg
account_902,0.5,50,3.6,76.14,1,cyborg
account_905,1,2,4.13,79.09,1,cyborg
account_906,0.5,10,3.44,111.5,1,cyborg
account_907,0.75,10,8.5,11.12,0,cyborg
account_908,1,2,4.46,20.06,0,bot
account_909,0.5,0,3.96,72.13,0,human
account_910,1,0,4.07,79.79,0,bot
account_911,1,1,7.06,24.11,0,cyborg
account_912,1,0,7.13,89.54,0,cyborg
account_913,0.5,1,1.51,37.37,0,human
account_914,1,1,3.51,97.11,1,human
account_915,0.5,50,3.27,54.97,1,cyborg
account_916,0.5,20,1.2,60.91,0,cyborg
account_917,0.75,0,8.86,14.26,0,bot
account_919,0.5,10,2.98,39.99,1,bot
account_920,1,10,2.68,86.82,0,bot
account_921,0.5,5,1.6,23.06,1,human
account_922,0.75,50,0.23,6.66,1,human
account_923,0.75,50,9,40.84,0,bot
account_924,0.5,5,0.95,69.14,1,cyborg
account_926,0.5,0,2.9,17.84,1,bot
account_927,0.5,5,1.46,104.25,1,human
account_928,1,0,2.11,83.52,0,cyborg
account_929,0.75,50,7.29,82.85,0,cyborg
account_930,1,20,1.31,102.72,0,cyborg
account_931,1,2,2.54,38.08,1,human
account_932,1,50,5.01,33.71,1,bot
account_933,0.75,20,6.03,65.84,0,bot
account_934,0.5,50,2.7,119.07,1,bot
account_935,0.5,2,9.52,34.05,1,bot
account_936,0.75,10,1.78,3.76,0,human
account_938,1,10,6.53,92.01,0,cyborg
account_939,1,50,1.33,94.78,1,human
account_940,1,0,6.95,106.08,0,human
account_941,1,0,3.66,56.15,1,human
account_944,1,0,9.98,30.38,1,human
account_945,0.5,50,8.38,63.16,1,human
account_946,0.5,0,8.5,11.9,1,cyborg
account_947,0.5,2,7.4,88.2,1,cyborg
account_950,0.75,2,8.9,113.1,0,human
account_951,1,2,0.39,109.73,1,bot
account_952,1,1,3.1,78.56,0,bot
account_953,0.75,5,8.58,99.32,0,cyborg
account_954,0.5,50,1.38,83.63,0,bot
account_955,0.75,20,9.3,104.42,1,bot
account_956,0.5,2,8.86,95.16,1,bot
account_957,1,20,4.34,76.69,1,cyborg
account_958,0.75,5,9.03,90.12,1,human
account_959,0.75,1,6.61,58.83,0,human
account_961,0.5,10,1.79,90.4,0,bot
account_962,0.75,20,9.02,68.84,0,human
account_963,0.5,2,1.91,30.93,1,bot
account_964,1,0,9.91,39.74,0,cyborg
account_965,0.75,0,7.32,59.39,1,bot
account_966,0.75,2,7.12,49.55,1,human
account_967,1,1,6.72,24.94,0,cyborg
account_968,0.75,50,1.91,3.43,0,cyborg
account_969,0.75,1,9.91,12.2,1,human
account_970,0.5,50,3.44,118.06,1,bot
account_971,1,50,4.6,27.01,0,human
account_972,0.75,50,3.83,21.58,0,bot
account_973,0.5,2,6.5,112.46,0,cyborg
account_976,1,1,9.62,54.47,0,human
account_977,0.75,0,4.96,83.03,1,bot
account_980,1,1,7.5,40.23,0,cyborg
account_981,0.5,10,3.57,94.87,1,human
account_982,0.75,20,0.63,27.4,1,cyborg
account_984,1,1,8.22,77.24,1,bot
account_985,0.5,20,3.08,41.04,1,human
account_986,1,1,7.46,37.44,0,cyborg
account_988,0.5,50,4.27,34.88,0,cyborg
account_989,0.5,1,8.01,42.12,0,human
account_991,0.5,50,2.28,70.34,1,bot
account_992,0.75,0,3.3,87.94,1,cyborg
account_993,0.75,0,2.13,11.08,0,human
account_994,1,20,5.55,34.53,0,cyborg
account_995,1,1,2.57,2.29,1,bot
account_996,0.5,50,1.21,114.3,1,cyborg
account_997,1,50,7.72,44.22,0,human
account_998,1,10,0.68,74.67,0,human
account_1000,0.5,10,5.5,100.48,1,human
account_807,0.5,20,4.54,75.61,0,cyborg
account_808,0.75,1,1.24,25.51,0,human
account_809,0.5,10,0.82,18.08,1,bot
account_810,1,1,2.79,31.67,1,human
account_811,1,20,3.14,72.29,1,cyborg
account_813,0.75,1,7.71,45.39,1,bot
account_814,0.5,50,9.8,20.89,0,human
account_815,0.75,1,0.35,45.2,0,bot
account_816,0.75,20,4.28,92.74,1,cyborg
account_818,1,0,6.35,94.38,0,bot
account_819,1,10,3.57,85.2,0,cyborg
account_820,0.75,5,9.81,50.84,1,bot
account_821,1,1,9.8,34.89,0,human
account_822,0.5,1,3.74,51.29,1,bot
account_823,0.5,5,5.87,67.69,1,human
account_824,0.5,1,7.39,62.27,0,human
account_825,0.75,20,6.95,110.91,1,human
account_826,1,0,7.22,47.12,1,bot
account_827,1,10,2.53,65.58,0,cyborg
account_828,0.75,50,5.19,34.68,1,cyborg
account_829,0.5,10,3.96,94.74,0,cyborg
account_830,1,10,1.27,55.77,0,bot
account_831,0.75,10,4.41,18.95,0,cyborg
account_832,0.5,5,8.84,42.45,0,cyborg
account_833,0.75,20,6.2,38.9,1,bot
account_834,0.75,20,3.91,41.39,1,bot
account_835,0.5,2,1.53,47.89,1,human
account_836,0.5,20,2.48,63.31,1,cyborg
account_837,0.5,5,0.79,59.87,0,bot
account_839,0.75,20,3.87,111.68,0,human
account_840,1,2,5.52,22.67,1,bot
account_841,0.75,0,2.06,103.9,1,bot
account_842,1,20,9.88,35.08,1,bot
account_843,1,0,1.41,19.8,0,human
account_844,0.5,50,3.72,71.24,1,cyborg
account_845,1,1,8.14,29.99,1,human
account_847,0.5,5,5.15,69.45,1,human
account_848,0.5,5,8.72,65.07,0,human
account_849,0.75,10,7.14,91.51,1,bot
account_851,1,0,2.8,58.96,1,bot
account_852,0.75,5,6.23,66.86,1,bot
account_853,1,10,0.29,21.96,1,bot
account_854,0.75,0,8.06,40.88,0,cyborg
account_855,1,20,4.08,71.7,0,bot
account_857,0.5,1,0.85,81.66,1,cyborg
account_858,0.5,2,4.78,62.02,1,human
account_859,0.5,2,0.76,99.2,1,cyborg
account_861,1,2,1.68,74.44,1,cyborg
account_862,1,50,1.04,116.66,1,human
account_863,0.75,50,1.09,111.79,0,bot
account_864,0.75,50,4.9,36.38,0,human
account_865,1,50,1.61,98.3,0,cyborg
account_867,1,5,3.78,67.5,0,human
account_869,0.75,2,5.69,99.51,1,human
account_870,0.5,5,5.59,116.23,1,human
account_871,0.75,20,5.13,65.53,1,bot
account_872,1,0,7.77,101.4,1,cyborg
account_873,1,20,7.66,84.49,1,cyborg
account_874,1,5,1.69,93.9,0,cyborg
account_875,0.75,5,4.05,39.15,0,cyborg
account_876,1,50,2.58,34.14,1,human
account_877,0.75,20,3.08,22.9,1,cyborg
account_878,0.5,50,1.92,78.74,0,bot
account_879,0.75,0,4.96,101.12,0,human
account_881,0.5,0,9.81,82.58,1,cyborg
account_883,1,1,3.27,65.41,1,bot
account_886,0.75,20,0.83,82.35,1,human
account_887,1,10,2.44,30.33,0,bot
account_888,0.75,1,7.61,68.7,1,bot
account_889,0.75,20,0.42,4.31,1,human
account_890,1,2,0.25,38.49,0,bot
account_891,1,10,4.53,103.59,1,cyborg
account_892,0.75,5,3.16,34.88,1,human
account_894,0.75,5,4.7,85.52,0,cyborg
account_895,0.5,10,4.37,78.22,0,cyborg
account_896,1,0,5.55,78.2,1,cyborg
account_897,1,20,8.21,113.28,1,bot
account_898,0.75,10,9.01,69.95,1,bot
account_899,0.5,0,0.69,14.51,0,human
account_900,1,0,4.25,85.31,0,cyborg
account_901,0.75,1,6.65,1.58,1,cyborg
account_902,0.5,50,3.6,76.14,1,cyborg
account_905,1,2,4.13,79.09,1,cyborg
account_906,0.5,10,3.44,111.5,1,cyborg
account_907,0.75,10,8.5,11.12,0,cyborg
account_908,1,2,4.46,20.06,0,bot
account_909,0.5,0,3.96,72.13,0,human
account_910,1,0,4.07,79.79,0,bot
account_911,1,1,7.06,24.11,0,cyborg
account_912,1,0,7.13,89.54,0,cyborg
account_913,0.5,1,1.51,37.37,0,human
account_914,1,1,3.51,97.11,1,human
account_915,0.5,50,3.27,54.97,1,cyborg
account_916,0.5,20,1.2,60.91,0,cyborg
account_917,0.75,0,8.86,14.26,0,bot
account_919,0.5,10,2.98,39.99,1,bot
account_920,1,10,2.68,86.82,0,bot
account_921,0.5,5,1.6,23.06,1,human
account_922,0.75,50,0.23,6.66,1,human
account_923,0.75,50,9,40.84,0,bot
account_924,0.5,5,0.95,69.14,1,cyborg
account_926,0.5,0,2.9,17.84,1,bot
account_927,0.5,5,1.46,104.25,1,human
account_928,1,0,2.11,83.52,0,cyborg
account_929,0.75,50,7.29,82.85,0,cyborg
account_930,1,20,1.31,102.72,0,cyborg
account_931,1,2,2.54,38.08,1,human
account_932,1,50,5.01,33.71,1,bot
account_933,0.75,20,6.03,65.84,0,bot
account_934,0.5,50,2.7,119.07,1,bot
account_935,0.5,2,9.52,34.05,1,bot
account_936,0.75,10,1.78,3.76,0,human
account_938,1,10,6.53,92.01,0,cyborg
account_939,1,50,1.33,94.78,1,human
account_940,1,0,6.95,106.08,0,human
account_941,1,0,3.66,56.15,1,human
account_944,1,0,9.98,30.38,1,human
account_945,0.5,50,8.38,63.16,1,human
account_946,0.5,0,8.5,11.9,1,cyborg
account_947,0.5,2,7.4,88.2,1,cyborg
account_950,0.75,2,8.9,113.1,0,human
